from_vnum,to_vnum,direction,door_state,key,keywords
18572,18571,west,0,-1,
18573,18568,north,0,-1,
18573,18574,east,0,-1,
18574,18569,north,0,-1,
18574,18575,east,0,-1,
18574,18573,west,0,-1,
18575,18570,north,0,-1,
18575,18576,east,0,-1,
18575,18574,west,0,-1,
18576,18571,north,0,-1,
18576,18577,east,0,-1,
18576,18575,west,0,-1,
18577,18572,north,0,-1,
18577,18576,west,0,-1,
18578,18412,north,0,-1,
18578,18420,east,0,-1,
18578,18426,south,0,-1,
18579,18449,north,0,-1,
18579,18455,east,0,-1,
18580,18460,east,0,-1,
18581,18496,east,0,-1,
18581,18495,west,0,-1,
18582,18528,north,0,-1,
18582,18535,east,0,-1,
18582,18533,west,0,-1,
18583,18568,east,1,-1,door
18800,18801,down,0,0,
18801,18804,north,0,0,
18801,18802,east,0,0,
18802,18805,north,0,0,
18802,18801,west,0,0,
18803,18809,north,0,0,
18803,18804,east,0,0,
18804,18810,north,0,0,
18804,18805,east,0,0,
18804,18801,south,0,0,
18804,18803,west,0,0,
18805,18811,north,0,0,
18805,18806,east,0,0,
18805,18802,south,0,0,
18805,18804,west,0,0,
18806,18812,north,0,0,
18806,18807,east,0,0,
18806,18805,west,0,0,
18807,18813,north,0,0,
18807,18806,west,0,0,
18808,18815,north,0,0,
18808,18809,east,0,0,
18809,18816,north,0,0,
18809,18810,east,0,0,
18809,18803,south,0,0,
18809,18808,west,0,0,
18810,18817,north,0,0,
18810,18811,east,0,0,
18810,18804,south,0,0,
18810,18809,west,0,0,
18811,18818,north,0,0,
18811,18812,east,0,0,
18811,18805,south,0,0,
18811,18810,west,0,0,
18812,18819,north,0,0,
18812,18813,east,0,0,
18812,18806,south,0,0,
18812,18811,west,0,0,
18813,18820,north,0,0,
18813,18814,east,0,0,
18813,18807,south,0,0,
18813,18812,west,0,0,
18814,18821,north,0,0,
18814,18813,west,0,0,
18815,18816,east,0,0,
18815,18808,south,0,0,
18816,18822,north,0,0,
18816,18817,east,0,0,
18816,18809,south,0,0,
18816,18815,west,0,0,
18817,18823,north,0,0,
18817,18818,east,0,0,
18817,18810,south,0,0,
18817,18816,west,0,0,
18818,18824,north,0,0,
18818,18819,east,0,0,
18818,18811,south,0,0,
18818,18817,west,0,0,
18819,18820,east,0,0,
18819,18812,south,0,0,
18819,18818,west,0,0,
18820,18826,north,0,0,
18820,18821,east,0,0,
18820,18813,south,0,0,
18820,18819,west,0,0,
18821,18827,north,0,0,
18821,18814,south,0,0,
18821,18820,west,0,0,
18822,18823,east,0,0,
18822,18816,south,0,0,
18823,18824,east,0,0,
18823,18817,south,0,0,
18823,18822,west,0,0,
18824,18828,north,0,0,
18824,18818,south,0,0,
18824,18823,west,0,0,
18825,18826,east,0,0,
18825,18832,up,0,0,
18826,18827,east,0,0,
18826,18820,south,0,0,
18826,18825,west,0,0,
18827,18821,south,0,0,
18827,18826,west,0,0,
18828,18829,east,0,0,
18828,18824,south,0,0,
18829,18828,west,0,0,
18830,18831,east,0,0,
18830,18834,south,0,0,
18831,18832,east,0,0,
18831,18835,south,0,0,
18831,18830,west,0,0,
18832,18831,west,0,0,
18832,18825,down,0,0,
18833,18834,east,0,0,
18834,18830,north,0,0,
18834,18835,east,0,0,
18834,18838,south,0,0,
18834,18833,west,0,0,
18835,18831,north,0,0,
18835,18836,east,0,0,
18835,18839,south,0,0,
18835,18834,west,0,0,
18836,18837,east,0,0,
18836,18840,south,0,0,
18836,18835,west,0,0,
18837,18841,south,0,0,
18837,18836,west,0,0,
18838,18834,north,0,0,
18838,18839,east,0,0,
18839,18835,north,0,0,
18839,18840,east,0,0,
18839,18838,west,0,0,
18840,18836,north,0,0,
18840,18841,east,0,0,
18840,18842,south,0,0,
18840,18839,west,0,0,
18841,18837,north,0,0,
18841,18840,west,0,0,
18842,18840,north,0,0,
18842,18843,east,0,0,
18842,18844,south,0,0,
18843,18842,west,0,0,
18843,18854,up,0,0,
18844,18842,north,0,0,
18844,18858,down,0,0,
18845,18846,east,0,0,
18846,18847,east,0,0,
18846,18848,south,0,0,
18846,18845,west,0,0,
18847,18849,south,0,0,
18847,18846,west,0,0,
18848,18846,north,0,0,
18848,18849,east,0,0,
18849,18847,north,0,0,
18849,18850,east,0,0,
18849,18851,south,0,0,
18849,18848,west,0,0,
18850,18852,south,0,0,
18850,18849,west,0,0,
18851,18849,north,0,0,
18851,18852,east,0,0,
18851,18853,south,0,0,
18852,18850,north,0,0,
18852,18854,south,0,0,
18852,18851,west,0,0,
18853,18851,north,0,0,
18853,18856,south,0,0,
18854,18852,north,0,0,
18854,18843,down,0,0,
18855,18856,east,0,0,
18856,18853,north,0,0,
18856,18855,west,0,0,
18857,18858,east,0,0,
18857,18859,south,0,0,
18858,18860,south,0,0,
18858,18857,west,0,0,
18858,18844,up,0,0,
18859,18857,north,0,0,
18859,18860,east,0,0,
18860,18858,north,0,0,
18860,18859,west,0,0,
5100,12706,north,0,0,
5100,5101,east,0,0,
5100,5110,south,0,0,
5100,5091,west,0,0,
5101,12705,north,0,0,
5101,5102,east,0,0,
5101,5111,south,0,0,
5101,5100,west,0,0,
5102,12704,north,0,0,
5102,5103,east,0,0,
5102,5112,south,0,0,
5102,5101,west,0,0,
5103,12703,north,0,0,
5103,5104,east,0,0,
5103,5113,south,0,0,
5103,5102,west,0,0,
5104,12702,north,0,0,
5104,5105,east,0,0,
5104,5114,south,0,0,
5104,5103,west,0,0,
5105,12701,north,0,0,
5105,5115,south,0,0,
5105,5104,west,0,0,
5110,5100,north,0,0,
5110,5111,east,0,0,
5110,5120,south,0,0,
5110,5091,west,0,0,
5111,5101,north,0,0,
5111,5112,east,0,0,
5111,5121,south,0,0,
5111,5110,west,0,0,
5112,5102,north,0,0,
5112,5113,east,0,0,
5112,5122,south,0,0,
5112,5111,west,0,0,
5113,5103,north,0,0,
5113,5114,east,0,0,
5113,5123,south,0,0,
5113,5112,west,0,0,
5114,5104,north,0,0,
5114,5115,east,0,0,
5114,5124,south,0,0,
5114,5113,west,0,0,
5115,5105,north,0,0,
5115,5125,south,0,0,
5115,5114,west,0,0,
5120,5110,north,0,0,
5120,5121,east,0,0,
5120,5130,south,0,0,
5120,5093,west,0,0,
5121,5111,north,0,0,
5121,5122,east,0,0,
5121,5131,south,0,0,
5121,5120,west,0,0,
5122,5112,north,0,0,
5122,5123,east,0,0,
5122,5132,south,0,0,
5122,5121,west,0,0,
5123,5113,north,0,0,
5123,5124,east,0,0,
5123,5133,south,0,0,
5123,5122,west,0,0,
5124,5114,north,0,0,
5124,5125,east,0,0,
5124,5134,south,0,0,
5124,5123,west,0,0,
5125,5115,north,0,0,
5125,5135,south,0,0,
5125,5124,west,0,0,
5130,5120,north,0,0,
5130,5131,east,0,0,
5130,5140,south,0,0,
5130,5094,west,0,0,
5131,5121,north,0,0,
5131,5132,east,0,0,
5131,5141,south,0,0,
5131,5130,west,0,0,
5132,5122,north,0,0,
5132,5133,east,0,0,
5132,5142,south,0,0,
5132,5131,west,0,0,
5133,5123,north,0,0,
5133,5134,east,0,0,
5133,5143,south,0,0,
5133,5132,west,0,0,
5134,5124,north,0,0,
5134,5135,east,0,0,
5134,5144,south,0,0,
5134,5133,west,0,0,
5135,5125,north,0,0,
5135,5145,south,0,0,
5135,5134,west,0,0,
5140,5130,north,0,0,
5140,5141,east,0,0,
5140,5150,south,0,0,
5140,5095,west,0,0,
5141,5131,north,0,0,
5141,5142,east,0,0,
5141,5151,south,0,0,
5141,5140,west,0,0,
5142,5132,north,0,0,
5142,5143,east,0,0,
5142,5152,south,0,0,
5142,5141,west,0,0,
5143,5133,north,0,0,
5143,5144,east,0,0,
5143,5153,south,0,0,
5143,5142,west,0,0,
5144,5134,north,0,0,
5144,5145,east,0,0,
5144,5154,south,0,0,
5144,5143,west,0,0,
5145,5135,north,0,0,
5145,5155,south,0,0,
5145,5144,west,0,0,
5150,5140,north,0,0,
5150,5151,east,0,0,
5150,5160,south,0,0,
5150,5096,west,0,0,
5151,5141,north,0,0,
5151,5152,east,0,0,
5151,5161,south,0,0,
5151,5150,west,0,0,
5152,5142,north,0,0,
5152,5153,east,0,0,
5152,5162,south,0,0,
5152,5151,west,0,0,
5153,5143,north,0,0,
5153,5154,east,0,0,
5153,5163,south,0,0,
5153,5152,west,0,0,
5154,5144,north,0,0,
5154,5155,east,0,0,
5154,5164,south,0,0,
5154,5153,west,0,0,
5155,5145,north,0,0,
5155,5165,south,0,0,
5155,5154,west,0,0,
5160,5150,north,0,0,
5160,5161,east,0,0,
5160,5170,south,0,0,
5160,5097,west,0,0,
5161,5151,north,0,0,
5161,5162,east,0,0,
5161,5171,south,0,0,
5161,5160,west,0,0,
5162,5152,north,0,0,
5162,5163,east,0,0,
5162,5172,south,0,0,
5162,5161,west,0,0,
5163,5153,north,0,0,
5163,5164,east,0,0,
5163,5173,south,0,0,
5163,5162,west,0,0,
5164,5154,north,0,0,
5164,5165,east,0,0,
5164,5174,south,0,0,
5164,5163,west,0,0,
5165,5155,north,0,0,
5165,5175,south,0,0,
5165,5164,west,0,0,
5170,5160,north,0,0,
5170,5171,east,0,0,
5170,5180,south,0,0,
5170,5098,west,0,0,
5171,5161,north,0,0,
5171,5172,east,0,0,
5171,5181,south,0,0,
5171,5170,west,0,0,
5172,5162,north,0,0,
5172,5173,east,0,0,
5172,5182,south,0,0,
5172,5171,west,0,0,
5173,5163,north,0,0,
5173,5174,east,0,0,
5173,5183,south,0,0,
5173,5172,west,0,0,
5174,5164,north,0,0,
5174,5175,east,0,0,
5174,5184,south,0,0,
5174,5173,west,0,0,
5175,5165,north,0,0,
5175,5185,south,0,0,
5175,5174,west,0,0,
5180,5170,north,0,0,
5180,5181,east,0,0,
5180,5190,south,0,0,
5180,5099,west,0,0,
5181,5171,north,0,0,
5181,5182,east,0,0,
5181,5191,south,0,0,
5181,5180,west,0,0,
5182,5172,north,0,0,
5182,5183,east,0,0,
5182,5192,south,0,0,
5182,5181,west,0,0,
5183,5173,north,0,0,
5183,5184,east,0,0,
5183,5193,south,0,0,
5183,5182,west,0,0,
5184,5174,north,0,0,
5184,5185,east,0,0,
5184,5194,south,0,0,
5184,5183,west,0,0,
5185,5175,north,0,0,
5185,5195,south,0,0,
5185,5184,west,0,0,
5190,5180,north,0,0,
5190,5191,east,0,0,
5190,5209,west,0,0,
5191,5181,north,0,0,
5191,5192,east,0,0,
5191,5190,west,0,0,
5192,5182,north,0,0,
5192,5193,east,0,0,
5192,5191,west,0,0,
5193,5183,north,0,0,
5193,5194,east,0,0,
5193,5192,west,0,0,
5194,5184,north,0,0,
5194,5195,east,0,0,
5194,5193,west,0,0,
5195,5185,north,0,0,
5195,5194,west,0,0,
5196,5197,east,0,0,
5197,5198,east,0,0,
5197,5196,west,0,0,
5198,5197,west,0,0,
4501,4502,east,0,-1,
4501,4510,south,0,-1,
4502,4503,east,0,-1,
4502,4501,west,0,-1,
4503,4504,east,0,-1,
4503,4502,west,0,-1,
4504,4505,east,0,-1,
4504,4503,west,0,-1,
4505,4506,east,0,-1,
4505,4504,west,0,-1,
4506,4507,east,0,-1,
4506,4505,west,0,-1,
4507,4508,east,0,-1,
4507,4506,west,0,-1,
4508,4509,east,0,-1,
4508,4507,west,0,-1,
4509,4508,west,0,-1,
4510,4501,north,0,-1,
4510,4519,south,0,-1,
4511,4512,east,0,-1,
4511,4520,south,0,-1,
4512,4513,east,0,-1,
4512,4511,west,0,-1,
4513,4514,east,0,-1,
4513,4512,west,0,-1,
4514,4515,east,0,-1,
4514,4513,west,0,-1,
4515,4516,east,0,-1,
4515,4514,west,0,-1,
4516,4517,east,0,-1,
4516,4515,west,0,-1,
4517,4518,east,0,-1,
4517,4516,west,0,-1,
4518,4526,south,0,-1,
4518,4517,west,0,-1,
4519,4510,north,0,-1,
4519,4527,south,0,-1,
4520,4511,north,0,-1,
4520,4528,south,0,-1,
4521,4522,east,0,-1,
4522,4523,east,0,-1,
4522,4521,west,0,-1,
4523,4524,east,0,-1,
4523,4522,west,0,-1,
4524,4525,east,0,-1,
4524,4523,west,0,-1,
4525,4534,south,0,-1,
4525,4524,west,0,-1,
4526,4518,north,0,-1,
4526,4535,south,0,-1,
4527,4519,north,0,-1,
4527,4536,south,0,-1,
4528,4520,north,0,-1,
4528,4537,south,0,-1,
4529,4530,east,0,-1,
4530,4531,east,0,-1,
4531,4532,east,0,-1,
4531,4539,south,0,-1,
4531,4530,west,0,-1,
4532,4533,east,0,-1,
4532,4531,west,0,-1,
4533,4532,west,0,-1,
4534,4525,north,0,-1,
4534,4542,south,0,-1,
4535,4526,north,0,-1,
4535,4543,south,0,-1,
4536,4527,north,0,-1,
4536,4537,east,0,-1,
4536,4544,south,0,-1,
4537,4528,north,0,-1,
4537,4538,east,0,-1,
4537,4545,south,0,-1,
4537,4536,west,0,-1,
4538,4546,south,0,-1,
4538,4537,west,0,-1,
4539,4531,north,0,-1,
4539,4540,east,0,-1,
4540,4547,south,0,-1,
4540,4539,west,0,-1,
4541,4542,east,0,-1,
4541,4548,south,0,-1,
4542,4534,north,0,-1,
4542,4549,south,0,-1,
4542,4541,west,0,-1,
4543,4535,north,0,-1,
4543,4550,south,0,-1,
4544,4536,north,0,-1,
4544,4551,south,0,-1,
4545,4537,north,0,-1,
4545,4552,south,0,-1,
4546,4538,north,0,-1,
4546,4553,south,0,-1,
4547,4540,north,0,-1,
4547,4556,south,0,-1,
4548,4541,north,0,-1,
4549,4542,north,0,-1,
4549,4558,south,0,-1,
4550,4543,north,0,-1,
4550,4559,south,0,-1,
4551,4544,north,0,-1,
4552,4545,north,0,-1,
4552,4560,south,0,-1,
4553,4546,north,0,-1,
4554,4555,east,0,-1,
4555,4556,east,0,-1,
4555,4554,west,0,-1,
4556,4547,north,0,-1,
4556,4564,south,0,-1,
4556,4555,west,0,-1,
4557,4558,east,0,-1,
4557,4565,south,0,-1,
4558,4549,north,0,-1,
4558,4566,south,0,-1,
4558,4557,west,0,-1,
4559,4550,north,0,-1,
4559,4567,south,0,-1,
4560,4552,north,0,-1,
4560,4561,east,0,-1,
4561,4562,east,0,-1,
4561,4560,west,0,-1,
4562,4563,east,0,-1,
4562,4561,west,0,-1,
4563,4564,east,0,-1,
4563,4562,west,0,-1,
4564,4556,north,0,-1,
4564,4563,west,0,-1,
4565,4557,north,0,-1,
4565,21241,up,1,-1,grate
4566,4558,north,0,-1,
4566,4567,east,0,-1,
4567,4559,north,0,-1,
4567,4566,west,0,-1,
12832,11298,west,0,0,
12833,12832,south,0,-1,
12842,12833,west,0,-1,
12861,12860,west,0,-1,
30100,30115,down,0,0,
30101,30107,north,0,0,
30102,30145,north,0,0,
30103,30112,east,0,0,
30104,30151,west,0,0,
30105,30165,west,0,0,
30106,30160,south,0,0,
30107,30108,north,0,0,
30107,30101,south,0,0,
30107,30118,west,0,0,
30108,30109,north,0,0,
30108,30107,south,0,0,
30108,30114,west,0,0,
30109,30110,north,0,0,
30109,30108,south,0,0,
30109,30115,west,0,0,
30110,30121,north,0,0,
30110,30139,east,0,0,
30110,30109,south,0,0,
30110,30111,west,0,0,
30111,30122,north,0,0,
30111,30110,east,0,0,
30111,30115,south,0,0,
30111,30112,west,0,0,
30112,30123,north,0,0,
30112,30111,east,0,0,
30112,30113,south,0,0,
30112,30103,west,0,0,
30113,30112,north,0,0,
30113,30115,east,0,0,
30113,30116,south,0,0,
30114,30115,north,0,0,
30114,30108,east,0,0,
30114,30118,south,0,0,
30114,30116,west,0,0,
30115,30111,north,0,0,
30115,30109,east,0,0,
30115,30114,south,0,0,
30115,30113,west,0,0,
30116,30113,north,0,0,
30116,30114,east,0,0,
30116,30117,south,0,0,
30116,30119,up,0,0,
30117,30116,north,0,0,
30117,30118,east,0,0,
30118,30114,north,0,0,
30118,30107,east,0,0,
30118,30117,west,0,0,
30119,30120,up,0,0,
30119,30116,down,0,0,
30120,30119,down,0,0,
30121,30124,north,0,0,
30121,30121,south,0,0,
30121,30122,west,0,0,
30122,30125,north,0,0,
30122,30121,east,0,0,
30122,30111,south,0,0,
30122,30123,west,0,0,
30123,30126,north,0,0,
30123,30122,east,0,0,
30123,30112,south,0,0,
30124,30129,north,0,0,
30124,30121,south,0,0,
30124,30125,west,0,0,
30125,30128,north,0,0,
30125,30124,east,0,0,
30125,30122,south,0,0,
30125,30126,west,0,0,
30126,30127,north,0,0,
30126,30125,east,0,0,
30126,30123,south,0,0,
30127,30130,north,0,0,
30127,30128,east,0,0,
30127,30126,south,0,0,
30128,30131,north,0,0,
30128,30129,east,0,0,
30128,30125,south,0,0,
30128,30127,west,0,0,
30129,30132,north,0,0,
30129,30138,east,0,0,
30129,30124,south,0,0,
30129,30128,west,0,0,
30130,30137,north,0,0,
30130,30131,east,0,0,
30130,30127,south,0,0,
30130,30170,west,1,0,knot
30131,30136,north,0,0,
30131,30132,east,0,0,
30131,30128,south,0,0,
30131,30130,west,0,0,
30132,30135,north,0,0,
30132,30133,east,0,0,
30132,30129,south,0,0,
30132,30131,west,0,0,
30133,30134,north,0,0,
30133,30159,east,0,0,
30133,30138,south,0,0,
30133,30132,west,0,0,
30134,30160,east,0,0,
30134,30133,south,0,0,
30134,30135,west,0,0,
30135,30134,east,0,0,
30135,30132,south,0,0,
30135,30136,west,0,0,
30136,30135,east,0,0,
30136,30131,south,0,0,
30136,30137,west,0,0,
30137,30136,east,0,0,
30137,30130,south,0,0,
30138,30133,north,0,0,
30138,30158,east,0,0,
30138,30129,west,0,0,
30139,30140,north,0,0,
30139,30148,east,0,0,
30139,30142,south,0,0,
30139,30110,west,0,0,
30140,30141,north,0,0,
30140,30139,south,0,0,
30141,30140,south,0,0,
30142,30139,north,0,0,
30142,30143,south,0,0,
30143,30142,north,0,0,
30143,30144,south,0,0,
30144,30143,north,0,0,
30145,30146,north,0,0,
30145,30149,east,0,0,
30145,30102,south,0,0,
30146,30147,north,0,0,
30146,30152,east,0,0,
30146,30145,south,0,0,
30147,30148,north,0,0,
30147,30155,east,0,0,
30147,30146,south,0,0,
30148,30156,north,0,0,
30148,30154,east,0,0,
30148,30147,south,0,0,
30148,30139,west,0,0,
30149,30152,north,0,0,
30149,30150,east,0,0,
30149,30145,west,0,0,
30150,30151,north,0,0,
30150,30149,west,0,0,
30151,30153,north,0,0,
30151,30104,east,0,0,
30151,30150,south,0,0,
30151,30152,west,0,0,
30152,30155,north,0,0,
30152,30151,east,0,0,
30152,30149,south,0,0,
30152,30146,west,0,0,
30153,30151,south,0,0,
30153,30155,west,0,0,
30154,30155,south,0,0,
30154,30148,west,0,0,
30155,30154,north,0,0,
30155,30153,east,0,0,
30155,30152,south,0,0,
30155,30147,west,0,0,
30156,30157,north,0,0,
30156,30148,south,0,0,
30157,30158,north,0,0,
30157,30167,east,0,0,
30157,30156,south,0,0,
30158,30159,north,0,0,
30158,30166,east,0,0,
30158,30157,south,0,0,
30158,30138,west,0,0,
30159,30160,north,0,0,
30159,30163,east,0,0,
30159,30158,south,0,0,
30159,30133,west,0,0,
30160,30106,north,0,0,
30160,30161,east,0,0,
30160,30159,south,0,0,
30160,30134,west,0,0,
30161,30164,east,0,0,
30161,30163,south,0,0,
30161,30160,west,0,0,
30162,30164,north,0,0,
30162,30165,south,0,0,
30162,30163,west,0,0,
30163,30161,north,0,0,
30163,30162,east,0,0,
30163,30166,south,0,0,
30163,30159,west,0,0,
30164,30162,south,0,0,
30164,30161,west,0,0,
30165,30162,north,0,0,
30165,30105,east,0,0,
30165,30166,west,0,0,
30165,30168,up,0,0,
30166,30163,north,0,0,
30166,30165,east,0,0,
30166,30167,south,0,0,
30166,30158,west,0,0,
30167,30166,north,0,0,
30167,30157,west,0,0,
30168,30169,south,0,0,
30168,30165,down,0,0,
30169,30168,north,0,0,
30170,30130,east,1,0,knot
20314,19793,east,0,0,
20320,20321,east,0,0,
20321,20320,west,0,0,
20323,20324,east,0,0,
20323,20321,west,0,0,
20324,20323,west,0,0,
20360,20361,east,0,0,
20360,19510,west,0,0,
20361,20360,west,0,0,
20472,2149,down,0,0,
14500,14501,north,0,0,
14500,8076,south,0,0,
14501,14515,north,0,0,
14501,14525,east,0,0,
14501,14500,south,0,0,
14501,14502,west,0,0,
14502,14503,north,0,0,
14502,14501,east,0,0,
14502,14504,south,0,0,
14502,14505,west,0,0,
14503,14502,south,0,0,
14504,14502,north,0,0,
14505,14506,north,0,0,
14505,14502,east,0,0,
14505,14507,south,0,0,
14505,14508,west,0,0,
14506,14505,south,0,0,
14507,14505,north,0,0,
14508,14509,north,0,0,
14508,14505,east,0,0,
14508,14510,south,0,0,
14508,14511,west,0,0,
14509,14508,south,0,0,
14510,14508,north,0,0,
14511,14512,north,0,0,
14511,14508,east,0,0,
14511,14513,south,0,0,
14511,14514,west,0,0,
14512,14511,south,0,0,
14513,14511,north,0,0,
14514,14511,east,0,0,
14515,14517,north,1,0,door
14515,14501,south,0,0,
14516,14519,north,0,0,
14516,14517,east,0,0,
14517,14520,north,0,0,
14517,14518,east,0,0,
14517,14515,south,1,0,door
14517,14516,west,0,0,
14518,14521,north,0,0,
14518,14517,west,0,0,
14519,14522,north,0,0,
14519,14520,east,0,0,
14519,14516,south,0,0,
14520,14523,north,0,0,
14520,14521,east,0,0,
14520,14517,south,0,0,
14520,14519,west,0,0,
14521,14524,north,0,0,
14521,14518,south,0,0,
14521,14520,west,0,0,
14522,14523,east,0,0,
14522,14519,south,0,0,
14523,14524,east,0,0,
14523,14520,south,0,0,
14523,14522,west,0,0,
14524,14521,south,0,0,
14524,14523,west,0,0,
14525,14526,north,0,0,
14525,14528,east,0,0,
14525,14527,south,0,0,
14525,14501,west,0,0,
14526,14525,south,0,0,
14527,14525,north,0,0,
14528,14529,north,0,0,
14528,14531,east,0,0,
14528,14530,south,0,0,
14528,14525,west,0,0,
14529,14528,south,0,0,
14530,14528,north,0,0,
14531,14528,west,0,0,
21411,12174,west,0,0,
21419,12627,north,0,0,
21419,15643,west,0,0,
21420,12619,north,0,0,
21421,12612,north,0,0,
21422,12604,north,0,0,
21423,12595,north,0,0,
21424,12586,north,0,0,
21425,12576,north,0,0,
21426,12566,north,0,0,
21427,12556,north,0,0,
21428,12547,north,0,0,
21429,12538,north,0,0,
21430,12528,north,0,0,
21431,12518,north,0,0,
21431,12640,east,0,0,
21434,12182,east,0,0,
21439,21470,south,0,0,
21440,12170,north,0,0,
21440,12168,west,0,0,
21441,12172,north,0,0,
21442,12174,north,0,0,
21450,15649,west,0,0,
21462,12644,east,0,0,
21465,12182,north,0,0,
21465,12183,east,0,0,
21470,21439,north,0,0,
21481,15655,west,0,0,
21488,1395,south,0,0,
21494,12644,north,0,0,
21495,12645,north,0,0,
21496,12646,north,0,0,
21497,12647,north,0,0,
21501,12160,north,0,0,
21502,12163,north,0,0,
21503,12164,north,0,0,
21504,12167,north,0,0,
21505,12168,north,0,0,
21516,15661,west,0,0,
21522,1395,east,0,0,
21523,21488,north,0,0,
21523,21524,east,0,0,
21523,21558,south,0,0,
21523,21522,west,0,0,
21524,1395,west,0,0,
21533,12288,west,0,0,
21551,15667,west,0,0,
21557,1396,east,0,0,
21558,21523,north,0,0,
21558,21559,east,0,0,
21558,21595,south,0,0,
21558,21557,west,0,0,
21559,1396,west,0,0,
21588,15673,west,0,0,
21595,1396,north,0,0,
21595,21596,east,0,0,
21596,12587,east,0,0,
21596,12595,south,0,0,
21596,21595,west,0,0,
21625,15679,west,0,0,
21644,22350,west,0,0,
21662,15685,west,0,0,
21679,22352,west,0,0,
21697,15691,west,0,0,
21713,12685,east,0,0,
21714,22357,west,0,0,
21732,15697,west,0,0,
21746,12700,south,0,0,
21747,21748,east,0,0,
21747,12699,south,0,0,
21748,12691,east,0,0,
21748,12698,south,0,0,
21748,21747,west,0,0,
21749,22362,west,0,0,
21767,15703,west,0,0,
21780,12700,east,0,0,
21780,4800,south,0,0,
21781,22362,west,0,0,
21799,15706,west,0,0,
21800,0,down,0,0,
21811,4800,east,0,0,
21812,22367,west,0,0,
21830,15706,west,0,0,
21842,4801,east,0,0,
21991,22022,south,0,0,
22018,22049,south,0,0,
22019,22050,south,0,0,
22020,22051,south,0,0,
22021,22022,east,0,0,
22021,22052,south,0,0,
22022,21991,north,0,0,
22022,22023,east,0,0,
22022,22053,south,0,0,
22022,22021,west,0,0,
22023,22054,south,0,0,
22023,22022,west,0,0,
22048,22049,east,0,0,
22049,22018,north,0,0,
22049,22050,east,0,0,
22049,22086,south,0,0,
22049,22048,west,0,0,
22050,22019,north,0,0,
22050,22051,east,0,0,
22050,22087,south,0,0,
22050,22049,west,0,0,
22051,22020,north,0,0,
22051,22052,east,0,0,
22051,22088,south,0,0,
22051,22050,west,0,0,
22052,22021,north,0,0,
22052,22053,east,0,0,
22052,22089,south,0,0,
22052,22051,west,0,0,
22053,22022,north,0,0,
22053,22054,east,0,0,
22053,22090,south,0,0,
22053,22052,west,0,0,
22054,22023,north,0,0,
22054,22055,east,0,0,
22054,22091,south,0,0,
22054,22053,west,0,0,
22055,22054,west,0,0,
22065,5000,east,0,0,
22085,22086,east,0,0,
22086,22049,north,0,0,
22086,22087,east,0,0,
22086,22123,south,0,0,
22086,22085,west,0,0,
22087,22050,north,0,0,
22087,22088,east,0,0,
22087,22124,south,0,0,
22087,22086,west,0,0,
22088,22051,north,0,0,
22088,22089,east,0,0,
22088,22125,south,0,0,
22088,22087,west,0,0,
22089,22052,north,0,0,
22089,22090,east,0,0,
22089,22126,south,0,0,
22089,22088,west,0,0,
22090,22053,north,0,0,
22090,22091,east,0,0,
22090,22127,south,0,0,
22090,22089,west,0,0,
22091,22054,north,0,0,
22091,22092,east,0,0,
22091,22128,south,0,0,
22091,22090,west,0,0,
22092,22091,west,0,0,
22102,5001,east,0,0,
22122,22123,east,0,0,
22123,22086,north,0,0,
22123,22124,east,0,0,
22123,22160,south,0,0,
22123,22122,west,0,0,
22124,22087,north,0,0,
22124,22125,east,0,0,
22124,22161,south,0,0,
22124,22123,west,0,0,
22125,22088,north,0,0,
22125,22126,east,0,0,
22125,22162,south,0,0,
22125,22124,west,0,0,
22126,22089,north,0,0,
22126,22127,east,0,0,
22126,22163,south,0,0,
22126,22125,west,0,0,
22127,22090,north,0,0,
22127,22128,east,0,0,
22127,22164,south,0,0,
22127,22126,west,0,0,
22128,22091,north,0,0,
22128,22129,east,0,0,
22128,22165,south,0,0,
22128,22127,west,0,0,
22129,22128,west,0,0,
22159,22160,east,0,0,
22160,22123,north,0,0,
22160,22161,east,0,0,
22160,22195,south,0,0,
22160,22159,west,0,0,
22161,22124,north,0,0,
22161,22162,east,0,0,
22161,22196,south,0,0,
22161,22160,west,0,0,
22162,22125,north,0,0,
22162,22163,east,0,0,
22162,22197,south,0,0,
22162,22161,west,0,0,
22163,22126,north,0,0,
22163,22164,east,0,0,
22163,22198,south,0,0,
22163,22162,west,0,0,
22164,22127,north,0,0,
22164,22165,east,0,0,
22164,22199,south,0,0,
22164,22163,west,0,0,
22165,22128,north,0,0,
22165,22166,east,0,0,
22165,22200,south,0,0,
22165,22164,west,0,0,
22166,22201,south,0,0,
22166,22165,west,0,0,
22167,22202,south,0,0,
22168,22203,south,0,0,
22169,2642,south,0,0,
22170,22204,south,0,0,
22171,22205,south,0,0,
22172,22206,south,0,0,
22173,22207,south,0,0,
22174,22208,south,0,0,
22193,22209,south,0,0,
22194,22195,east,0,0,
22194,22210,south,0,0,
22195,22160,north,0,0,
22195,22196,east,0,0,
22195,22211,south,0,0,
22195,22194,west,0,0,
22196,22161,north,0,0,
22196,22197,east,0,0,
22196,22212,south,0,0,
22196,22195,west,0,0,
22197,22162,north,0,0,
22197,22198,east,0,0,
22197,22213,south,0,0,
22197,22196,west,0,0,
22198,22163,north,0,0,
22198,22199,east,0,0,
22198,22214,south,0,0,
