vnum,name,zone,flags,sector,description_preview
20087,The Southern Edge of the Statue Garden,200,dark;indoors,0,"This part of the statue garden is full of tropical herbs and ferns.  Insects
crawl around happily on..."
20088,The Crystal Hallway,200,dark;indoors,0,"This is one end of a vast hallway made of dark crystal.  The walls hum and
vibrate as they conduct m..."
20089,The Crystal Hallway,200,dark;indoors,0,"You are standing in a vast hallway with walls, floor and ceiling made of
living black crystal.  Unde..."
20090,The Crystal Observatory,200,dark;indoors,0,"The ceiling here is transparent and, on a high dias in the center of the
room, a stargazing device i..."
20091,The Crystal Hallway,200,dark;indoors,0,"You are in a large hallway made entirely of black crystal.  Great pillars
stretch from floor to ceil..."
20092,The Crystal Hallway,200,dark;indoors,0,"This is the end of a large, beautiful hallway made entirely of blackened
crystal which hums and vibr..."
20093,Bathroom,200,dark;indoors,0,"This is a large, private bathroom with a large of blackened marble set in
the floor and filled with ..."
20094,Guest Quarters,200,dark;indoors,0,"This is where the rare visitor who accepts an invitation to the Dark Tower
sleeps.  The bed in the c..."
20095,Portal Room,200,dark;nomob;indoors;notrack,0,"You are in another portal room... the magical transporter flickers and
dances happily on the souther..."
20096,Dungeon Cell,200,dark;indoors,0,"You are standing in a small, smelly cell deep under the ground.  Musty,
fleshy odors assail you.  Mi..."
20097,Torture Room,200,dark;indoors,0,"This appears to be where prisoners are taken to be tortured.  A large rack
bolted solidly into the w..."
20098,Storage Room,200,dark;indoors,0,"There is a large set of empty shelves along the entire northern wall here.
This is, most likely, the..."
20099,Dungeon Cell,200,dark;indoors,0,"This is a very small, cold room with a lice-ridden cot of hard straw and a
rusty water basin on the ..."
20100,Hallway,200,dark;indoors,0,"This is an unremarkable stone hallway through a subterranean dungeon
complex.  There are strong door..."
20101,Hallway,200,dark;indoors,0,"You are walking down an unremarkable hallway through an underground dungeon
far below the tower.  Th..."
20102,Hallway,200,dark;indoors,0,"You are at a corner in a cold, stone hallway through the dungeon; from this
point the hallway runs b..."
20103,Dungeon Cell,200,dark;indoors,0,"This is a rank, vile prison cell somewhere far below the tower.  The only
furnishings are a filthy s..."
20104,Graak's Room,200,dark;indoors,0,"This is not a fancy room, but it is much nicer than the cells in the other
parts of this dungeon.  A..."
20105,Hallway,200,dark;indoors,0,"This is an ordinary hallway made of rough stone and lit by torches bolted
to the walls.  A flimsy do..."
20106,Dark Corridor,200,dark;indoors,0,"This is a rancid-smelling dark cooridoor somewhere far below the ground.
To the north and south, hal..."
20107,Hallway,200,dark;indoors,0,"This is a smelly hallway made of ordinary black stone.  Torches hang from
iron fixtures set in the w..."
20108,Dungeon Cell,200,dark;indoors,0,"This is a very smelly prison cell with a lice-infested hay pile in one
corner and a pile of human wa..."
20109,Dungeon Cell,200,dark;indoors,0,"A pile of dirty straw rests on the cold, hard floor here and seems to
be the only thing in this cell..."
20110,Hallway,200,dark;indoors,0,"This is an unremarkable subterranean hallway made of ordinary black stone
and running though a dark,..."
20111,A 4-Way Intersection,200,dark;nomob;indoors,0,"You are standing at the junction of two hallways; the smaller one leads to
the north and south while..."
20112,Hallway,200,dark;indoors,0,"This is an ugly, spartan hallway made entirely of unfinished black stone and
lit by large torches se..."
20113,Dungeon Cell,200,dark;indoors,0,"The vile state of this room makes your stomach lurch.  The decomposing
cadaver of what looks to be a..."
20114,Warden's Room,200,dark;indoors,0,"This is a comfortable little room with a nice desk, an armoir, and a
comfortable-looking bed.  There..."
20115,Hallway,200,dark;indoors,0,"This is an ordinary stone hallway running through the dungeon.  To the east
a flimsy wooden door bar..."
20116,A Dark Corridor,200,dark;indoors,0,"This is a small, dark corridor far underground.  It continues both to the
north and south."
20117,Hallway,200,dark;indoors,0,"You are standing in an unremarkable stone hallway through an underground
dungeon.  A large door is s..."
20118,Small Kitchen,200,dark;indoors,0,"This facility is not very clean or well-equipped.  A few filthy pots and
pans are strewn about, inse..."
20119,Torture Room,200,dark;indoors,0,"This is a room with a large, strange device mounted to the floor.  Strong
iron shackles hang from th..."
20120,Hallway,200,dark;indoors,0,"This is a dark corner of the main hallway through the dungeon; it continues
to the north and east.  ..."
20121,Hallway,200,dark;indoors,0,"You are in a small, dark hallway through the dungeons.  There is a small
opening in the northern wal..."
20122,Hallway,200,dark;indoors,0,"This is a stereotypical, ordinary, boring hallway made of rough black stone.
Large, iron torches hav..."
20123,Guard Barracks,200,dark;indoors,0,"This is a small, impersonal room dominated by row after row of triple bunks.
The door set in the wes..."
20124,Magical Cell,200,dark;nomob;indoors,0,"This is a strange, magical cell;  Large runes have been scorched into the
walls and smaller magical ..."
20125,Magical Cell,200,dark;nomob;indoors;nomagic,0,"You are in a strange, magical cell; the walls of black stone seems to hum
with vast amounts of magic..."
20126,Dungeon Cell,200,dark;indoors,0,"This must be the VIP cell -- it is well decorated, spacious and, well,
comfortable.  There is a larg..."
20127,The Apprentice's Room,200,dark;indoors,0,"You stand in a large, comfortable sleeping chamber.  A large crystal window
commands an awe inspirin..."
20128,Apprentice's Private Bath,200,dark;indoors,0,"This room is made entirely of smooth grey marble.  The center of the floor
tapers down into a large ..."
20129,Apprentice's Laboratory,200,dark;indoors,0,"Although you have been in the alchemist's shop many times, you have never
seen such a laboratory as ..."
20130,Hallway,200,dark;indoors,0,"You are standing in a large, elegant hallway with a high ceiling and marbled
ebon walls.  On the cei..."
20131,Summoning Chamber,200,dark;indoors,0,"This is a circular room with plain walls of stone and a giant magical
symbol cut into the floor.  Ru..."
20132,Private Study,200,dark;indoors,0,"This room is a cozy, private study which probably belongs to the Apprentice
Mage.  An elegant, leath..."
20133,Hallway,200,dark;indoors,0,"This is the end of a huge hallway with tall ebon walls and a beautiful mural
painted on the ceiling ..."
20134,Apprentice's Living Room,200,dark;indoors,0,"This is a comfortable room with a large window set in the eastern wall which
commands a breathtaking..."
20135,Portal Room,200,dark;nomob;indoors;notrack,0,"You are standing in a portal room; the only non-magical exit is to the
north.  On the other walls gr..."
20136,Northern Balcony,200,dark;indoors,0,"You have come a stone balcony overlooking the lands far beneath the tower.
A golden guardrail is her..."
20137,Storage Closet,200,dark;indoors,0,"This is a dark, musty storage closet; there is a large set of empty shelves
on the northern wall and..."
20138,Portal Room,200,dark;nomob;indoors;notrack,0,"This is a large, stone chamber with a gleaming, magical portal on the northern
wall.  Through an ope..."
20139,Hallway,200,dark;indoors,0,"This is a large, opulent hallway with walls of polished ebon trimmed with
golden decorations.  The f..."
20140,Thrall Breeding Pit,200,dark;indoors,0,"This is a nasty-smelling, dirty room high in the Dark Tower.  Grime and dirt
are caked onto the hard..."
20141,Thrall Graveyard,200,dark;indoors,0,"In this cold, dark stone room there are bones strewn about the floor and
bloodstains on the walls.  ..."
20142,Western Balcony,200,dark;indoors,0,"You are standing on a balcony overlooking the lands to the west of the tower.
A thick, gold-plated g..."
20143,Hallway,200,dark;indoors,0,"This is a large hallway with dirty stone walls and a tall, arched ceiling
far above.  You fight the ..."
20144,Hallway,200,dark;indoors,0,"This is a smelly, vile hallway leading through the Dark Tower.  Dirt and
grime cover the walls and t..."
20145,Intersection,200,dark;indoors,0,"You are at the intersection of two hallways; the one which continues north
and south is well-decorat..."
20146,Hallway,200,dark;indoors,0,"You are having trouble fighting the urge to vomit; this hallway smells of old,
putrid waste and deca..."
20147,Hallway,200,dark;indoors,0,"You are in a large, filthy hallway frequented by the Thralls.  In the center
of this area they have ..."
20148,Eastern Balcony,200,dark;indoors,0,"This perch commands a magnificent view of the lands to the east of the dark
tower.  A railing has be..."
20149,Thrall Room,200,dark;indoors,0,"This appears to be a military training area for the ugly, stupid Thralls.
Blunted, crude swords lie ..."
20150,Thrall Sleeping Area,200,dark;indoors,0,"You are in a large, filthy room where the Thralls sleep.  It is connected to
another room via a smal..."
20151,Hallway,200,dark;indoors,0,"This is a large, elegant hallway with a tall vaulted ceiling and fine walls
of polished ebon.  The g..."
20152,Thrall Captain's Room,200,dark;indoors,0,"Rank has its privileges among the Thralls... although this place is not much
nicer than the other pl..."
20153,Thrall Eating Area,200,dark;indoors,0,"This looks to be some kind of eating area; bones and primitive eating utensils
lie strewn about on t..."
20154,Portal Room,200,dark;nomob;indoors;notrack,0,"This is a large, circular room which whose sole function seems to be to
house the flickering magical..."
20155,The Perch,200,dark;indoors,0,"This is a small stone ledge outside the tower.  You look down for a second
and are instantly very di..."
20156,Mage's Study,200,dark;indoors,0,"This is the Archmage's study; where he reads to increase his command over
the magical worlds.  There..."
20157,Portal Room,200,dark;nomob;indoors;notrack,0,"You are in a large chamber with a tall ceiling and hard walls of fine,
polished ebon.  A flickering ..."
20158,Living Room,200,dark;indoors,0,"You are in a comfortable room, richly decorated and cozy at the same time.
A pleasant fire burns in ..."
20159,Dark Mage's Bedroom,200,dark;indoors,0,"You are in the bedroom of the Dark Mage.  It's a good thing that He's not here
right now...  The roo..."
20160,Dark Mage's Laboratory,200,dark;indoors,0,"This is a room filled with beakers and flasks.  It puts the alchemist's shop
in town to shame!  A la..."
20161,Dark Mage's Summoning Room,200,dark;indoors,0,"This is a large, secluded chamber with runes of power etched into the walls
and floor. Apparently th..."
20162,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20163,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20164,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20165,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20166,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20167,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20168,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20169,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20170,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20171,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20172,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20173,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20174,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20175,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20176,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20177,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20178,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20179,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20180,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20181,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20182,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20183,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20184,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20185,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20186,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20187,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20188,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20189,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20190,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20191,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20192,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20193,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20194,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20195,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20196,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20197,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20198,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20199,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20200,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20201,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20202,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20203,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20204,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20205,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20206,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20207,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20208,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20209,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20210,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20211,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20212,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20213,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20214,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20215,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20216,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20217,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20218,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20219,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20220,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20221,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20222,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20223,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20224,A Black Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
20225,A White Square,200,dark;indoors,0,"You are on a some kind of a large game board.  There is either no ceiling or
it is simply so high ov..."
3400,The start room,34,,0,Nothing much here
18400,The Immortal Map Room,184,indoors;private,0,"Here is an entrance way to a very interesting zone.  There is a lot of
trickery involved in the loca..."
18401,A Strange Doorway,184,indoors,0,"You are in some kind of strange portal.  You are standing, but when you
look though the portal, you ..."
18402,A Strange Doorway,184,indoors,0,"This is a weird feeling.  You are standing on level ground, but when you look
directly in front of y..."
18403,A Strange Doorway,184,indoors,0,"You are standing a some kind of doorway peering into the relative darkness of
a tunnel.  There is a ..."
18404,Beginning Of A Hallway,184,indoors,0,"A strange light flickers around you as you stand at this dead end of a hallway.
You know you have be..."
18405,Beginning Of A Hallway,184,indoors,0,"This is a strange place.  To your east is a long, stone hallway.  It is lit 
but you have no idea ho..."
18406,The Hallway,184,indoors,0,"The stone hallway about you is perfect.  The corners are square and there is
no sign of any stone mo..."
18407,The Hallway,184,indoors,0,"The perfect hallway continues.  There is still no sign of the source of
light.  There is another pai..."
18408,End Of The Hallway,184,indoors,0,"This is then end of the perfectly constructed hallway.  There are two more
wooden doors, one to the ..."
18409,A Strange Doorway,184,indoors,0,"This doorway opens onto a dusty road.  Ahead of you is a small abandoned
town.  You can go south ont..."
18410,A Strange Doorway,184,indoors,0,"You are faced with a line of trees as you look to the south.  There is enough 
room for you to walk ..."
18411,A Strange Doorway,184,indoors,0,"As you enter the doorway you are looking at a large courtyard.  The ground is
covered in a white pow..."
18412,A Field,184,,0,"This is the north-west corner of a smallish battle field.  You are betting 
that a war has been foug..."
18413,A Field,184,,0,"This is some kind of mini-battle field where soldiers can practice their
skills or more likely actua..."
18414,A Field,184,,0,"You are along the northern edge of this battle field.  There are woods to your
north so your only op..."
18415,A Field,184,,0,"This is the north-east corner of the battle-field.  There is some sort of
castle to your east.  Ther..."
18416,A Kitchen,184,indoors,0,"This kitchen has not been used for what looks like hundreds of years.  You
bet those beings that liv..."
18417,A Dinning Room,184,indoors,0,"There is a huge table in the middle of this room surrounded by what was once
plush chairs.  Everythi..."
18418,A Storage Closet,184,indoors,0,"This is another room falling to pieces.  The shelves that are now collapsed or
caving in were once f..."
18419,A Field,184,,0,"You are at the end of a large battle field.  It looks as though some kind of
battle has been going o..."
18420,Middle Of A Field,184,,0,"You seem to be in the middle of a war.  There are bone shards and armor bits
from long-dead soldiers..."
18421,Middle Of A Field,184,,0,"This is some kind of mini-battle field where soldiers can practice their
skills or more likely actua..."
18422,At A Castle,184,,0,"You are at the far edge of a field at the entrance to a once grand, but now
run down castle.  You ca..."
18423,The Entrance Way,184,indoors,0,"You can tell this castle used to be grand by just looking at this entrance.
There are remnants of la..."
18424,The Main Chamber,184,indoors,0,"This must have been the king's throne room.  There is an altar-like dias at
the eastern edge of the ..."
18425,The Anti-Chamber,184,indoors,0,"This is a relatively small chamber, given that it was used by a king.  It is
in complete ruin.  You ..."
18426,A Field,184,,0,"This is the south-west corner of a mini-battle field.  It is well beaten down
from man years of cons..."
18427,A Field,184,,0,"You are along the southern edge of a battle field.  This place looks like it
is hell for the soldier..."
18428,A Field,184,,0,"You are closer to the eastern edge of the battle field.  There is some kind of
castle to the north e..."
18429,A Field,184,,0,"This si the south-east corner of the battle field.  There is a castle just to
the north-east of you...."
18430,A Show Room,184,indoors,0,"At one time a great collection of armor and weapons was displayed here.  All
that is left is collaps..."
18431,A Small Hallway,184,indoors,0,"This room is in the same condition as the rest of the castle - delapidated.
To the west is some kind..."
18432,Some Sleeping Quarters,184,indoors,0,"This place is a mess.  It was probably a mess before the room basically caved
in on itself.  There a..."
18433,A Grassy Moor,184,,0,"This is the corner of a grassy moor.  It is a very relaxing place.  The only
exit is to the east."
18434,A Grassy Moor,184,,0,"The grass of this moor has a very soft, relaxing feeling to it.  You can go
east south, or west from..."
18435,A Grassy Moor,184,,0,"The more you wander about this grassy field, the more you wonder if there is
danger somewhere around..."
18436,A Low Spot In The Moor,184,death;nomob,0,"Your last thought as you suffocate in the wet peat is that you should have
been more careful where y..."
18437,A Grassy Moor,184,,0,"Just to the east of you is a small building.  This seems very out of place on
the grassy moor.  You ..."
18438,A Small Hut,184,indoors,0,"This place is unreal.  It is spotlessly clean, there must be a reason for
it to be in the middle of ..."
18439,A Hollow In The Moor,184,death;nomob,0,"Your last thought as you suffocate in the wet peat is that you should have
been more careful where y..."
18440,A Grassy Moor,184,,0,"You are having a wonderful time strolling in this open grass field.  You begin
to wonder why there i..."
18441,A Grassy Moor,184,,0,"This is an amazingly relaxing place.  The lush green grass feels springy
beneath you feet.  You can ..."
18442,A Grassy Moor,184,,0,"The grass beneath you feet spring back as you step off of it.  You can only
imagine how great a gard..."
18443,A Grassy Moor,184,,0,"This path is a little firmer than a majority of the moor.  You can imagine
the reason for this is an..."
18444,A Grassy More,184,,0,"The grassy feels springy under your feet as you walk along.  This place is
invigorating.  To the nor..."
18445,A Grassy Moor,184,,0,"Ahhh... The great outdoors.  You are invigorated by the sweet smell of the
grass.  You can go north ..."
18446,A Wet Patch,184,death;nomob,0,"Ack!  You are being pulled under as the grass below your feet gives way.
The last thing you can thin..."
18447,A Grassy Moor,184,,0,"This place is quite relaxing.  You feel the urge to spread out a blanket
and have a picnic right her..."
18448,A Grassy Moor,184,,0,"This part of the path seems a little more traveled.  The grass is not packed
down and there is not d..."
18449,A Grassy Moor,184,,0,"You are in the west side of this large open field.  The grass around you is
luscious green and fresh..."
18450,A Grassy Moor,184,,0,"The open expance of lush grass continues here.  You are getting a peaceful
feeling as you walk.  Exi..."
18451,A Grassy Moor,184,,0,"This is a slight rise in the fairly level field.  You can see the woods
surrounding the moor in all ..."
18452,A Grassy Moor,184,,0,"This path seems a little more worn that what you had seen.  But even so, the
grass is not trampled o..."
18453,A Grassy Moor,184,,0,"This is the eastern edge of the moor.  There are trees to the east forming
a barrier so you can not ..."
18454,A Grassy Field,184,,0,"This is a corner of a large grassy field.  It does not quite look like a
field though, it has a more..."
18455,A Grassy Moor,184,,0,"This is a wonderful place.  The air is clean and the sky clear.  You think
you might be able to spen..."
18456,A Grassy Moor,184,,0,"This place is great!  You bet you could almost live right here, if you
did not have that longing for..."
18457,A Wet Hollow,184,death;nomob,0,"Ack!  You knew it, this place was too good to be true!  You last thoughts
are: ""How can such a beaut..."
18458,A Grassy Moor,184,,0,"This is the south-west corner of the moor.  The grass here, is as green and
lush as it is anywhere e..."
18459,A Tunnel,184,,0,"This is the end of the tunnel.  It is a little more open here, and seems
familiar to you.  That's it..."
18460,A Tunnel,184,,0,"This is a T in the dirt tunnel.  The ground and walls are made up of a well
packed dirt.  There are ..."
18461,A Tunnel,184,,0,"The tunnel is a little tighter here, but it seems no less used.  The ground
is just as packed down a..."
18462,A Tunnel,184,,0,"This is a T in the tunnels.  It looks a lot like all the other parts of
this underground maze-work o..."
18463,A Hidden Tunnel Room,184,,0,"The enterance to this room was maticulously made to be hidden from the common
observer but yet easy ..."
18464,A Tunnel,184,,0,"This is a corner in the underground passageways.  The tunnels lead off north
and east.  There are st..."
18465,A Tunnel,184,,0,"This is the continuation of these underground tunnels.  It leads east-west.
There seems to be a bit ..."
18466,A Tunnel,184,,0,"This is a T in the dark, dirt tunnels.  The walls and ceiling are still
covered in the fist sized ho..."
18467,A Tunnel,184,,0,"This is the end of a east-west tunnel.  The holes are still all around you.
You can go north, south,..."
18468,An Open Tunnel,184,,0,"This is the north-west corner of a large open tunnel.  On the walls and
ceiling all around you are m..."
18469,An Open Tunnel,184,,0,"This is the north-east corner of the open tunnel.  Those strange holes are on
the ceiling and walls ..."
18470,A Small Nook,184,,0,"This is seamingly the heart of the tunnels.  There is only one exit to the
east but there is some ki..."
18471,An Open Tunnel,184,,0,"This is the west side of an open tunnel.  It is much larger than the other
tunnels you have been in...."
18472,An Open Tunnel,184,,0,"This is a great improvement over the tunnels to to your east.  You actually
have head room here.  Th..."
18473,A Tunnel,184,,0,"This is the same basic style tunnel with the same constuction including thos
strange holes on the wa..."
18474,A Tunnel,184,,0,"This is a turn in the tunnels.  Other than the fact the tunnel bends here it
look just like the rest..."
18475,An Open Tunnel,184,,0,"This is the south-west corner of the open tunnel/chamber.  There are still
lots of those strange hol..."
18476,An Open Tunnel,184,,0,"This is the south-east corner of the open tunnel.  More holes cover the walls
here.  You can go nort..."
18477,A Bedroom,184,indoors,0,"This is some kind of simple bedroom with a four post bed.  The bed posts have
marks in them from som..."
18478,A Bedroom,184,indoors,0,"This room is dusty from lack of use.  It at one point must have been quite a
place.  There are velve..."
18479,A Bedroom,184,indoors,0,"This room is done up in some kind of theme.  There are brass rings on
opposite walls from which dete..."
18480,A Hallway,184,indoors,0,"This is the end of the dusty hallway.  There is a window looking west and
doorways to the north and ..."
18481,A Hallway,184,indoors,0,"Everything seems to be covered in a thick dust, undisterbed by any living
things for what seems cent..."
18482,Top Of The Stairs,184,indoors,0,"There is a thick layer of dust everywhere.  It seems no one has touched this
place for centuries.  A..."
18483,A Hallway,184,indoors,0,"The dust continues here, it feels really strange to walk in such a place.
There is a window looking ..."
18484,A Bedroom,184,indoors,0,"This is another dusty room.  There is a large heart shaped bed in the middle
and dusty mirrors on ma..."
18485,A Bedroom,184,indoors,0,"This is a smallish bedroom.  There is no bed here, but a very large couch
that looks quite inviting ..."
18486,An Office,184,indoors,0,"This looks like it was a well used office, back when it actually was used.
Now it just sits idle col..."
18487,An Abandoned Store,184,indoors,0,"There is a empty counter and some empty shelves covered in a thick dust in
this long abandoned store..."
18488,An Abandoned Store,184,indoors,0,"This is a dusty little shop, long since abandoned.  There are ample hooks on
the ceiling and out fro..."
18489,An Abandoned Reception,184,indoors,0,"Unlike most of the shops in this town, you know exactly what this room once
was.  It was a reception..."
18490,An Abandoned Store,184,indoors,0,"This is a nearly empty store of some kind.  There are strange racks covering
the walls on three side..."
18491,A Dusty Road,184,,0,"This is the edge of the dusty town.  From here you can head into town by
going east, or you can head..."
18492,A Dusty Road,184,,0,"You are basically at the western end of a dusty road.  To your north appears
to be some kind of aban..."
18493,A Dusty Road,184,,0,"You are just about in the middle of this old town.  To your north is some
kind of abandoned store an..."
18494,A Dusty Road,184,,0,"This is just about the middle of this oly run-down place.  You can guess that
it was a pretty bust p..."
18495,A Dusty Road,184,,0,"You are in the eastern half of town, though not yet out of it yet.  Both to
your north and south ape..."
18496,A Dusty Road,184,,0,"You are standing at the edge of a dusty town on a dusty road.  You could swear
that you have been he..."
18497,An Abandoned Store,184,indoors,0,"Dust and more dust... that is about all that is in the former shop.  There is
no way to determine wh..."
18498,A Lobby,184,indoors,0,"This is or more specifically was a very luxurious looking loby.  There is
and expensive looking coun..."
18499,An Abandoned Store,184,indoors,0,"There is nothing here... how strange.  A thick dust covers the floor.  There
is a small sign on one ..."
18500,An Abandoned Store,184,indoors,0,"This was once a fairly large shop.  There is a counter that almost surrounds
the center with only a ..."
18501,An Office,184,indoors,0,"Some place of business used to be here.  There are a few old style desks and
stools neatly placed ar..."
18502,Top of the Stairs,184,indoors,0,"You are at the top of the stairs here.  There are some sort of offices to your
east, west and south...."
18503,An Office,184,indoors,0,"This was some sort of working room.  There is a long counter along one side.
And a smallish table wi..."
18504,An Office,184,indoors,0,"This was probably a really nice place in its day.  Now it is just a tattered,
old, dusty place.  The..."
18505,A Machine Room,184,indoors,0,"What a strange room, you are surrounded by black pipes, and wires, and all
sorts of other contraptio..."
18506,A Passenger Cabin,184,indoors,0,"You are standing in some sort of an isle, kind of like you would be in a
church.  There are some maj..."
18507,A Passenger Cabin,184,indoors,0,"This room is very similar to the one you just exited.  Except there is
no exit to the outside, only ..."
18508,A Passenger Cabin,184,indoors,0,"You are standing in some kind of isle.  There are plush seats lining
this inside of this long, fairl..."
